time ch1 ch2 ch3 ch4 ch5 ch6 ch7 ch8 label
5592 -7.111976368471152e-05 3.6757606748264173e-06 1.1884730582333007e-05 -5.132229999754222e-06 -6.385874896345472e-05 3.9206567307093463e-05 3.114349012348486e-05 1.0717719480837912e-05 4
5593 -1.6676412649405803e-05 1.8758269411022397e-05 3.150384283710732e-05 -0.00010137946468316152 2.833484896488471e-05 2.614544060578241e-05 -2.1800512849917655e-06 -4.0229027703777874e-05 4
5594 7.799532357774022e-05 3.668358222807763e-05 2.432567832983316e-05 -0.00011591439369799206 3.4805864583104535e-05 1.7471346971933792e-05 1.4323976059731745e-05 3.075196991018175e-05 4
5595 0.0001992447629145756 -1.4470724797482024e-05 6.619627127034723e-07 -7.686884859215825e-05 0.0001031614145071464 -4.67213826048422e-05 4.82063227153034e-05 -1.949207654842318e-05 4
5596 0.00010996919132367559 2.06870641039059e-06 -3.444234022800661e-05 0.00011732601511801041 0.00015240335818283486 4.1216345580420095e-05 3.55220350172179e-06 -1.0141075164604514e-05 4
5597 0.00013583586921594084 5.3457678157080317e-05 1.917316013873738e-06 0.00017735787302014403 0.00023566151351131007 1.3118426904939397e-05 -1.4701791510918489e-05 3.679184207982592e-05 4
5598 6.895774643686448e-05 3.125154540163091e-06 -3.3070080045986475e-05 4.947829503165879e-05 0.00010986763599120127 3.0741724541941657e-06 -4.9250972849906324e-05 -2.2739170048562898e-05 4
5599 2.8846575535733544e-05 1.2505141452904756e-05 -4.826005267653661e-05 0.00010012848639114244 1.4363337796197546e-05 -2.4860091513222404e-05 6.172577253433871e-05 5.958654678249255e-06 4
5600 -8.966213950541044e-06 1.4852260488478243e-05 1.0452388898239801e-05 1.4976389690861762e-05 2.5914989580686552e-05 -1.0929456042969111e-05 8.932396685880872e-06 2.085293423994419e-05 4
5601 6.806991716127078e-06 -1.143016542697803e-05 1.98096216279044e-06 -0.00020216512218192723 1.4205911580785155e-05 -7.783446331724658e-06 -1.4698084762829006e-05 1.5489206857552172e-06 4
5602 -7.187101721812272e-05 1.3526128913166663e-05 -7.745169267540867e-06 2.3276144031546806e-05 -6.177319271211958e-05 -6.6833812741794235e-06 2.5430970672912286e-05 1.9550030045220456e-05 4
5603 -8.879933747420909e-05 -6.993449384351457e-06 -2.8674397718778596e-05 7.804117006544599e-07 -9.52846246233834e-05 5.64259039470775e-06 2.014562780100013e-05 -3.258031242257623e-05 4
5604 -0.00014403349883035333 -2.6074986500355584e-05 4.17280165918972e-06 -3.3212076138561574e-05 -5.851639374138206e-05 2.9588417393025435e-05 2.866843164371803e-05 1.101042783698468e-05 4
5605 -8.511878550999577e-05 -1.0449645407126258e-05 1.1213638519110272e-05 0.00016524776429680736 -0.0001761101194948739 -1.5418587115429228e-05 1.9807619540113803e-05 -2.8143358824656746e-05 4
5606 -0.0001559897874918148 -4.992382276080416e-06 -5.422267080242998e-05 0.00019492968102932716 -6.476937180573467e-05 2.367930193452052e-05 5.5309521691791344e-06 -2.132209039280622e-05 4
5607 -0.00013864281062102274 1.3773899246207303e-05 1.7885937658241093e-05 -1.8554486417814104e-05 -8.136325248902849e-05 -4.7582473768150446e-07 3.4150139203177966e-06 2.337176705600271e-05 4
5608 -2.5649756577201243e-05 -2.00082218770274e-06 2.588771497501412e-05 2.0776285672638464e-05 -1.7289540200239656e-05 2.1206567660404248e-05 2.3939040271256845e-05 2.4593165621762978e-05 4
5609 0.00010925713363033624 1.790385944702359e-06 -2.165882998725829e-05 -3.130194216077856e-05 2.0083022646473564e-06 -4.991410421538417e-05 -1.1026550330239407e-05 -2.13946090497055e-05 4
5610 4.356259584066347e-05 -1.4337044848520614e-05 1.9561423535259525e-05 -0.00022113891839864794 0.000142370204186649 3.564207997867619e-05 -1.4471308124558846e-05 -2.863482092480704e-05 4
5611 0.0002089926634163346 8.926794779564094e-06 -3.1655803944940155e-05 -6.791306106848086e-05 0.00018998656131034576 6.8699304722767795e-06 1.8296924401262966e-05 -1.6804492680585965e-05 4
5612 2.0156624850071548e-05 -2.2832930548397006e-05 2.1608872927969282e-05 -6.091216972833492e-06 0.00021494031288826437 3.7815071791225914e-05 -4.0525660001496244e-06 -1.2811323141294013e-05 4
5613 0.0001053481666624609 -1.8925684838589291e-06 2.651254519842275e-05 0.00016352639398389444 0.0001515140131679353 1.2487383691242463e-05 3.9918318351220005e-05 -2.4217240551904312e-05 4
5614 0.00011374170724680799 7.031005270370174e-06 5.26423468135933e-06 4.380514933470628e-05 0.00011552543017250737 2.8850533931592183e-05 -5.32179463394682e-05 1.9888728851142688e-05 4
5615 -4.411859244818304e-06 -3.54346576227165e-05 -2.3575550056837464e-06 0.00014934862237561987 6.913082733808869e-05 1.1749135894396787e-05 -2.2746283732526737e-05 -4.856773523764173e-06 4
5616 -5.5230126381355784e-05 4.0730403837753234e-05 -1.8682300097634627e-05 -1.3808779693350669e-05 -1.6124361249048541e-06 -6.170467265884667e-06 2.8292674280585907e-06 1.0879679933518888e-05 4
5617 2.3267383420916313e-05 -5.1308286621381594e-05 2.687892585919353e-05 -8.985133814616969e-05 -2.5601048965056803e-05 1.94524263216682e-05 5.02308724464949e-05 2.9815124357396483e-05 4
5618 -0.000100187039830944 -3.069440179194831e-05 6.238505180451524e-06 -0.00021968880199051916 -9.73760216992916e-05 -8.193622867620579e-06 -7.398832570956483e-05 4.231232745270933e-05 4
5619 -0.00010154267667197245 2.2592674187243006e-05 2.7416787273636093e-07 -6.121775977506371e-05 -8.746485254742525e-05 4.975455337913467e-06 1.6019465758398182e-05 2.379241969918079e-05 4
5620 -0.00014678331879826624 -3.0137261716941284e-05 -3.099523961865066e-05 3.674937409225843e-05 -0.00018982477239496058 -2.5619555071423917e-05 -1.85437814736262e-05 -2.347499207500783e-06 4
5621 -0.00020080619622406154 -7.784977550530573e-07 3.132652509976295e-05 4.556378653059614e-05 -0.00013520874345845525 2.1694490518165354e-05 2.7754757868968535e-05 2.9072955777022243e-05 4
5622 -0.00014960624868704173 5.828695396078836e-05 1.8399306331802224e-05 0.0002067775446806418 3.4038374267912223e-06 2.996280800058193e-05 -1.5566353495330785e-05 -2.3700057709064107e-05 4
5623 -6.196452195333669e-05 -4.81318921066741e-06 -1.3439532020390644e-05 8.161068998998656e-05 -9.227937596943934e-05 -1.600335110286546e-05 1.6429787784735345e-05 -1.8791954649006334e-05 4
5624 -4.0171752882613734e-05 -3.036001905937459e-05 2.502143164663465e-06 0.00012320453056646532 -5.1984525470177654e-05 1.7617878985983487e-06 -2.4454872402734087e-06 -1.1519043913047817e-05 4
5625 1.821203128997271e-05 1.1194866429864114e-05 7.084117765134932e-07 8.707742259800693e-06 -5.493429419512061e-06 -4.689046543605489e-06 -1.536023863502323e-05 1.5116555187977071e-06 4
5626 -1.7510740790713792e-05 -2.954780703041456e-05 1.482540339356992e-05 -4.805794750566814e-05 6.803903409440578e-05 -2.169533327129169e-05 -7.299761048875936e-06 -8.10429154650457e-06 4
5627 -1.0488607616228903e-05 1.8068078687125308e-05 -4.5578776186958304e-05 -4.649990151038028e-05 0.00021691558305276414 3.0650033578499423e-05 2.5612660832543622e-05 -1.650267853793482e-05 4
5628 7.246345782754073e-05 9.165637982594355e-06 3.5581602199920725e-05 -0.00011857681248567546 0.00014380265917924876 -6.1180695029216375e-06 5.910268429051477e-05 -4.449687919249916e-05 4
5629 0.00016087771766060154 -3.5135208342931145e-05 2.9248058323826826e-06 -7.896036348177608e-05 5.820313108868869e-05 -1.4192949720070716e-05 -3.301525374696604e-05 1.1297806627407943e-05 4
5630 0.00016450155687647064 1.0560325269415061e-05 -1.309423924918855e-05 0.0001229326412307515 7.342820424986287e-05 1.1962526982194673e-05 5.2662269714672e-06 -2.5851946433766853e-06 4
5631 6.496676750118e-05 -1.506760811492137e-05 -4.8893517545822465e-06 0.00012778204088289871 -9.577160401915932e-06 -1.5299564849696463e-05 -2.2130215978411675e-05 7.13025264624729e-06 4
5632 8.562325491254783e-05 2.0294219418959404e-05 5.463381076396616e-07 6.915632880990225e-05 -7.910774656377972e-05 2.5286034917219935e-05 -7.854674144666624e-06 1.574970457962625e-05 4
5633 9.724251304723796e-06 4.842850288932256e-06 1.7535216912053314e-06 8.518900966764011e-06 -6.64365857076576e-05 8.611838575077853e-06 5.558577881125421e-06 3.773606822986531e-05 4
5634 -3.315785161189347e-05 -6.24437007346772e-06 2.3435757131303513e-05 -1.89797718140585e-05 -0.00014864271986633748 9.664607649013829e-06 -3.971068959508294e-05 3.2055323276063746e-05 4
5635 -8.008029662891073e-05 -1.3485853453572864e-05 4.710087972257205e-06 -0.0001017236042641515 -0.000188104812455902 -3.089270839609452e-05 2.4611184185955155e-06 3.740705753861346e-05 4
5636 -0.00015653571554541482 9.550517646999262e-06 3.918010932862173e-06 -0.0001434184654231793 -0.00015016748710638018 2.9265144713306316e-06 3.7854339134624744e-06 5.0887217801488016e-06 4
5637 -9.204129529834401e-05 -3.421195958783292e-05 4.096881166369127e-07 -3.925546983935104e-05 -0.00017479656786121 2.292847801831787e-05 2.690456657919441e-05 -4.865271391329504e-05 4
5638 -7.15328033569464e-05 -9.501985715059114e-06 -2.222129420274029e-05 6.263128245874657e-05 -8.577861120852756e-05 1.5248585666346519e-05 3.11858152327851e-05 1.379552416435722e-05 4
5639 -4.4739721309034074e-05 1.9775793060513066e-05 1.5099934836492324e-05 0.000108636587258976 -1.5905607389555838e-06 3.3382206657995156e-06 4.266451143899024e-06 -4.3572763853118645e-05 4
5640 6.311931135931118e-05 8.424081244060029e-06 1.9377798739988753e-05 0.0001314585829713617 2.7213671381572663e-05 1.3292690103480665e-05 -3.889039251057925e-06 -3.232936229060659e-05 4
5641 3.326901959217249e-05 -2.38765055918608e-05 -1.7455464293556822e-05 5.202952619971871e-05 -6.981345659981285e-05 -2.02182965452051e-06 -2.938625583775191e-05 -1.1450140095494008e-06 4
5642 0.0001131413674479544 -2.4540916229058547e-05 2.71251009143905e-05 2.2510389250476225e-06 5.342595007537667e-05 9.89574889065922e-06 -4.631800641462423e-05 7.955986294871962e-06 4
5643 6.557186096966267e-05 -2.8069436020446316e-05 3.75473928138211e-07 -0.0001436446849407478 0.00026093679662106384 6.452028669445402e-05 8.04797720992346e-06 -1.6592328199042816e-05 4
5644 7.063456887567595e-05 2.8156649364633648e-05 -4.184908579486691e-05 -0.0002004451338713375 0.00021192965538844495 1.9058637601852835e-05 2.0515943844436973e-05 1.105736192951553e-05 4
5645 0.0002318003097063561 -4.5396396067559104e-06 -6.773791877131976e-06 -7.18345403868051e-05 0.00020520535640508703 1.0278631367212347e-05 -2.393671681638455e-06 1.0070834523374367e-05 4
5646 0.0001941594490145716 -8.995492041986082e-06 -1.1198170507766143e-05 -1.2568479105877014e-05 0.00011442462754609186 -1.9481311959928205e-05 1.601658385412079e-05 -3.677757531256744e-05 4
5647 0.00013612247278112704 -1.4564036621756038e-06 4.4696903666545836e-05 0.00017332410602409633 -4.667066387683075e-06 -1.2964735911938477e-05 -1.6855167752612965e-05 -2.805565413770741e-05 4
5648 4.547183630605406e-05 -1.8901510695301156e-05 4.302137517495931e-05 0.0001824069351395645 5.370517627653588e-05 2.439835675182235e-06 3.0249628836314314e-05 -2.1360080773583797e-05 4
5649 -7.634822718956226e-05 -9.700179388819064e-07 1.0082386713234561e-05 5.78748757213709e-05 -7.529549954552733e-05 1.3131133092493042e-05 -3.451443068069234e-05 3.484828548072635e-05 4
5650 -9.378916718590271e-05 -1.373703133243144e-05 9.214858624070113e-06 -2.0810195745847075e-05 -0.00011193010882393768 2.1255211507914744e-06 3.145382613675829e-05 6.9710745532926935e-06 4
5651 -5.193556120640202e-05 1.4529969288782776e-05 1.802533875705978e-05 -0.00016075951330387416 -0.00010106404708337929 5.024572768715372e-05 -8.292433415248598e-06 -7.705191354128408e-06 4
5652 -0.00017879765654210667 -1.6020637295671607e-05 -4.431332978121031e-05 -0.0002113708225359754 -0.00030627022350774837 -1.2574325862919774e-05 -1.9235088629266752e-05 -3.7297542618303316e-05 4
5653 -0.0001526750183555333 2.7881494936205677e-05 -1.679814742754462e-05 -0.00015774798599661464 -8.975176622987497e-05 -1.718485141371243e-05 7.642774491406978e-05 2.229899602270884e-05 4
5654 -4.1330646983006665e-05 -6.201462784202481e-06 3.3552219365998836e-05 6.231531592293426e-05 -0.00017389478352228675 4.0181882846202983e-05 -9.387796002252546e-06 -1.1667201034265757e-05 4
5655 -7.441826949191758e-05 -4.830930970143844e-05 2.5370799062388295e-05 4.944401171930243e-05 1.210916543677323e-05 -4.222301383496067e-06 -1.0552084492020888e-05 -1.6585613061092334e-05 4
5656 -1.212617695867003e-05 -2.0105117530744395e-05 9.612570963312437e-06 0.00016931504836976687 6.642554758622359e-05 -1.1206659932513525e-05 2.5161684120366897e-07 -7.762281569504762e-06 4
5657 0.00012914044601475288 5.875293240523001e-06 -4.902373340001829e-06 0.00012289120996846983 8.28782794706402e-05 -1.5195186312630433e-05 -2.057744914316894e-05 1.4965349474887061e-05 4
5658 0.00010588944198133607 -1.1267744514622662e-05 1.0734568313938675e-05 -4.827723185824571e-05 0.0002076283462347486 -3.2712311679116606e-05 -2.1337388500392134e-05 -2.2229450095702967e-05 4
5659 0.00014482419032636225 -2.9246477030650283e-05 -5.601279990552844e-05 -8.508523040728574e-05 0.00013879263760557085 -1.9813332662753882e-05 -1.4477859686096145e-05 6.611949455821238e-06 4
5660 -2.434007342661219e-06 -2.002041384095328e-06 5.341661338773254e-05 -0.000128554689590627 0.0002053721698775878 9.511483419750705e-06 -2.0443007715261854e-05 -1.479352380803031e-05 4
5661 4.1638228421542874e-05 4.852213651994142e-06 -2.326152597795607e-05 -0.00011133066455066158 8.156990543419941e-05 -4.7825769851554084e-05 9.788378625312864e-06 -2.283585833066989e-06 4
5662 8.486169672262449e-05 8.156829048374764e-06 3.4481768734940976e-05 -6.314366444033114e-05 0.00012182155790323495 -9.746613921308483e-07 9.126970858295774e-06 -1.3597231198825608e-05 4
5663 0.00012778803445293163 -6.798931281691767e-06 2.6704260817823975e-06 1.2979053316645104e-05 -5.5615612671164834e-05 2.9702945452171395e-05 3.4851859166551694e-05 -4.328657027875124e-05 4
5664 -1.5594624355879836e-05 -1.869614498332639e-05 6.333636145668635e-06 0.00014956285870207974 1.9553405660215475e-05 -3.378142713778959e-05 8.748749376711888e-06 -8.346471317162398e-06 4
5665 -6.891077005973331e-05 1.1042940684055616e-05 -6.178697912548201e-06 8.763915472397616e-05 -5.1939197409853227e-05 1.7724695526223558e-06 4.86243539232553e-05 -5.824399922881948e-05 4
5666 -8.310672308630233e-05 -2.7790061998771083e-05 -2.3202197992399503e-05 0.0001224659756000468 -9.834725792297859e-05 -1.0166663447265039e-05 -2.8539268455750735e-05 1.649309823767337e-05 4
5667 -0.00017843356225417473 4.180039587790224e-05 -3.227594519458075e-05 -8.270931834296618e-06 -9.907017889214091e-05 -8.115349918686392e-06 1.0590890519954898e-05 -2.7381915321789345e-06 4
5668 -0.00022200039801933426 -2.0462216776703577e-05 1.1329811164526295e-05 -0.00020643313887210626 -0.0001363887345920561 -2.310856068762699e-05 -1.3815590366385473e-05 -2.2182617969035195e-05 4
5669 -8.238078161333666e-05 -1.5149636475597914e-05 2.023961695502588e-06 -0.00011354815770892123 -0.0001574637322724348 7.92499822094007e-06 -3.068309674878691e-06 -2.994473828162621e-06 4
5670 -0.00011297613727732052 -9.514822272733543e-06 -1.9823095041292464e-07 1.676647287994732e-05 -5.822498788643718e-05 -2.7349617981890696e-05 -3.49210731004788e-05 -5.015493931236609e-05 4
5671 -3.75528270148424e-05 1.8911276852785593e-05 -2.9333791104966683e-05 1.5919403432118788e-06 1.3611689575741752e-05 3.1934517678272275e-05 3.3343867973445155e-05 8.730178802934626e-06 4
5672 -4.167702723621024e-05 -7.176134602570815e-06 -3.559333592892118e-05 3.735035107244954e-05 5.776561818121568e-05 2.3125174000612973e-05 -4.187022165422591e-06 1.5225229774240798e-05 4
5673 0.00012592251219442543 7.60941658852122e-06 1.927117012439982e-05 0.00020835630081758512 7.100687468372334e-05 4.848444468356227e-05 -5.827417829865471e-06 3.309255829242386e-05 4
5674 9.257461539799658e-05 -4.576489686143407e-05 3.534086042147319e-05 -2.7163727773612605e-05 5.5006867689153e-05 2.1828676614104742e-05 -1.8613344638914947e-05 -1.7768649019328047e-06 4
5675 0.00021989672094953181 -2.0555334783322096e-05 -5.896065188872793e-06 1.018674846344426e-05 0.00021226618215388024 3.9207961767762435e-05 -2.750119329357133e-05 1.9430181016450852e-06 4
5676 2.552925750631993e-05 7.756175103422821e-07 4.416810861641954e-05 -0.00010953060048026946 0.00010595226853880192 -3.4206287239324486e-05 2.4977322855303105e-05 -1.147963468150843e-05 4
5677 9.33070335261477e-05 7.599851051449476e-06 1.4475029113344528e-05 -0.0001506061741760509 0.00011214685898497593 3.4213959107337576e-05 1.708845397814751e-05 2.4681326897743503e-05 4
5678 0.00017036901123484608 -2.0741576644510177e-05 -1.331878271322944e-05 -0.00022096682314172222 0.00011231008896159269 -1.6883804301638766e-05 -1.942496959396569e-06 1.2257590946847552e-06 4
5679 5.131681670685105e-05 -1.4633934106631364e-05 -2.9706157130816432e-05 -8.425825142546589e-05 -1.8423619477694998e-05 3.383901795480267e-06 -3.480182281922175e-05 3.566157910793797e-05 4
5680 -0.00010161584245385038 -2.553715823321529e-05 6.637066990529239e-06 -5.6300880364153735e-05 -6.134889576200766e-05 4.299855364021509e-06 1.6791748039544213e-05 3.697965426151615e-05 4
5681 -9.639060392358195e-05 1.33238177003274e-05 3.6620655395402715e-05 9.647428123299236e-05 -0.0001752509325498856 1.6798793155197056e-05 -3.057239312279192e-05 -2.019036041127494e-05 4
5682 -5.1986335835241615e-05 -4.294710307308842e-05 7.5713066154758316e-06 9.876713878211147e-05 -0.00012853199376826736 4.5810195017164306e-05 -2.531829085487875e-05 -5.25830497089772e-05 4
5683 -5.4845672077461555e-05 -1.568944810537381e-05 -4.602164199163426e-06 0.00011237968998047369 -7.663629903514711e-05 1.4319182042219193e-05 -6.86498888003697e-07 1.0893173812321776e-05 4
5684 -0.00016569062934897752 -8.224364020023398e-06 -4.0703764355112024e-07 7.817645778484369e-05 -0.00016096983088846926 5.370529422850904e-06 -1.1475454948216477e-05 -1.839887378031585e-05 4
5685 -5.397121968400842e-05 9.278090276056377e-06 9.508702107325773e-06 -0.0001996635139439536 -5.662878982028834e-05 1.501865784631768e-05 9.30525270585253e-06 6.411510037653454e-05 4
5686 -7.725025573451535e-05 -1.662431763800009e-05 -1.087894081618136e-05 -0.00013470330961607834 -7.958087649174417e-05 2.4931307067018398e-06 -1.1594115319944055e-05 3.3402016734474825e-05 4
5687 -5.252719721419298e-05 2.160169262274873e-05 -6.29712204455208e-06 -6.173736090414238e-05 -2.8620701282817225e-05 3.989629316691103e-05 -1.3528420619175972e-05 2.902658917959406e-07 4
5688 2.3710380882336245e-05 6.598209558065971e-05 -5.046673417321553e-06 5.658314781295987e-05 2.364150919364312e-06 2.1985666123351374e-05 -3.6215264135397406e-07 2.307909945770952e-05 4
5689 0.00011490356625575245 4.262916714666422e-05 7.654866546989944e-06 0.00011264768447606806 0.0001780023636999734 2.3134390374678956e-07 -2.4664809329142803e-05 9.480899145917595e-06 4
5690 7.797542208318802e-05 -5.894236862372979e-06 1.027172102987912e-06 8.69287855824187e-05 0.00015444854566678867 2.309529448039418e-05 -4.806979617242659e-06 -4.7544375590830644e-05 4
5691 0.00010106171929169142 1.2074072528069908e-05 -7.445676965013772e-06 0.00017359571077722055 0.0001267319619540014 1.5515375770546413e-05 -2.0551749973125158e-05 1.3656658356698069e-05 4
5692 6.14309104131432e-05 3.1328472185503014e-05 -1.213282142445005e-05 -6.131541992648401e-05 0.000167068888056621 1.231899967858798e-05 1.029705570890074e-05 2.1162038916909827e-05 4
5693 0.0001317170939645133 -1.9709600887286777e-05 3.2992148201638785e-05 -0.00016085792314421814 8.654166286114916e-05 -4.4090254109904525e-05 -3.110610793459302e-05 -2.3936160438056777e-05 4
5694 5.883120367660066e-05 7.637384204968336e-06 -3.414560899118345e-05 -0.00015348645917393045 -8.116730507401975e-05 -1.053417233426786e-05 5.961641903254374e-05 2.9731450067921073e-05 4
5695 9.205861967652151e-05 -1.3056258533312919e-05 -2.6923168529375574e-05 -0.000160243722726801 -1.3437539535703885e-05 1.620311694513936e-05 -4.955470953108459e-06 -6.884022199122043e-07 4
5696 -3.362625778690454e-05 1.245299213066123e-06 -5.976229807840384e-06 -4.549988464651715e-05 -9.470069171458418e-05 -9.962697220266638e-06 7.367237982208329e-06 1.545785475526893e-05 4
5697 -7.363921917128876e-05 2.6753153464291353e-06 2.203775910874918e-06 0.00018426704567627754 -8.855692059759328e-05 -8.708271808393357e-06 -1.064311959168955e-05 3.741049361004259e-06 4
5698 -0.00014820083749656951 -2.4340640138483732e-05 -1.1697272444359248e-05 7.826215503254468e-05 -0.00021864350775806953 -8.30640757895047e-06 6.889978762161431e-05 -1.6103253091677493e-05 4
5699 -0.0001898108568258872 -4.9520131659577965e-06 1.0999021515595575e-05 0.00011886317833782877 -0.00019797061853311758 3.443376617370496e-05 -3.3251826497135045e-05 3.709064711988432e-05 4
5700 -0.00013687735271272742 -2.0676585919515295e-05 -1.2910055736084998e-05 5.477579387376359e-05 -0.0002131150238492794 -9.552382186855115e-06 2.4381123774610538e-05 1.1843756772076379e-05 4
5701 -4.273179215457682e-05 2.913264762648342e-05 -1.740677318494364e-05 -3.778535498552665e-05 -0.00016357001468699783 1.925581578456576e-05 -1.636675029401617e-05 1.4890415619141038e-05 4
5702 6.46439066878152e-05 -4.176005037006183e-05 2.3072881070863632e-05 -0.00016152477904397716 -2.2134450252875892e-05 -2.4504684690330255e-05 -2.237581580200623e-06 -2.4076347968281553e-05 4
5703 -6.805146613465456e-05 -3.2607839907819104e-05 -1.0931878843895728e-05 -7.67605359109633e-05 -1.8860691459681486e-05 -9.906710110213717e-06 -2.2662931218078394e-05 6.417479988187104e-06 4
5704 -4.5513370542960386e-05 -1.8316020789549006e-05 -1.576720340130558e-05 -0.00010898877625774738 -5.6372644589230145e-05 -1.1072615147882441e-06 8.296912343860444e-07 3.903151621470281e-06 4
5705 -3.3003570842787674e-06 1.512713468831361e-05 2.4040159448212497e-05 4.06857421006142e-05 1.907919435711813e-05 -3.566054766387689e-05 4.188954664060452e-05 1.4652261156760226e-06 4
5706 0.00012130926640937424 -1.7625494963432028e-05 -5.36966591978495e-06 0.00017551633975319573 9.09489774629934e-05 -7.782005947509064e-06 3.819175470740662e-05 -2.523168794310954e-05 4
5707 0.00014404405126361566 -4.822899391538448e-05 1.987369503545084e-05 0.00016740928324313604 0.000200715522844266 2.7359325231377413e-05 8.218545215179665e-06 -2.9653002712956845e-05 4
5708 0.00023851770608811728 -7.274875165844241e-06 -1.5735967416641579e-06 6.098321659646449e-05 0.00022816770591630378 5.758997316814229e-06 -3.603473679681461e-05 -2.0770289490184463e-06 4
5709 0.0002551827884543406 1.8781503185174773e-05 5.074538132844018e-06 -4.581819683401995e-05 8.229011611061431e-05 -1.9901502595494582e-05 3.605551394007987e-05 -1.1848491511939824e-05 4
5710 9.917881200733429e-05 -5.4426718669754565e-06 -1.9543020988116876e-05 -0.00018807683033411998 6.416311647260367e-05 1.7921499284595373e-07 -2.306945767298111e-05 -3.950569182881242e-06 4
5711 -4.528929147570733e-05 7.183727408627274e-05 4.502221636450414e-05 -0.00013575951018845003 9.926551221520559e-05 -4.137177451485153e-06 -3.5853683679657706e-06 -5.509600762150725e-06 4
5712 5.738118857366815e-05 -4.8037431677314695e-06 -1.4102195950932007e-05 -7.893892736222932e-05 -5.749335332847151e-05 -8.705925286066991e-05 9.833080038012382e-06 -6.356277387159659e-05 4
5713 -0.00014073120509305637 -4.3103353098508674e-05 -2.0079505842586363e-05 -2.296816047281093e-05 -6.1567952438766e-05 -3.070697723454024e-07 5.566458030492314e-05 4.9697690909964964e-05 4
5714 -0.00010619333857600612 -3.504283159255663e-05 4.1369799044296375e-06 0.00010119358465989879 -0.00012212991680020553 -9.246071144700427e-06 8.788410682099747e-06 1.1192510613772909e-05 4
5715 -0.0002073887915563119 -1.4171417248799732e-05 1.6328492659505575e-05 0.00013521268774618715 -0.0001837873105472251 -1.0197026505050092e-05 -4.799173391668108e-06 -1.8858075849587233e-05 4
5716 -0.00013496168460560594 2.1251852154356184e-05 6.070472867475623e-05 6.999016440879109e-05 -0.00015423225479605188 9.570131232790893e-06 -4.003090895842214e-05 -2.44237145206981e-06 4
5717 -0.0001200373238408962 -4.045220860445508e-08 2.6194502119804577e-05 8.717147578577063e-05 -8.714559572817955e-05 5.3202104422051775e-06 8.097681268789831e-06 5.197387690333154e-05 4
5718 -0.00016168752545981887 3.105201821731371e-05 -2.86819382428226e-05 -3.950124526048637e-05 -7.078756209027055e-05 -4.144080122418459e-05 -9.82044051536753e-06 3.435660596181423e-05 4
5719 -0.00010200527387623851 4.491951308730676e-05 -5.643876652548913e-05 -0.0001850025534900777 -0.00012955468056049702 -4.858065656387913e-06 5.3936096768689815e-06 -7.057513895498222e-06 4
5720 1.465457568498221e-05 -3.627003566684268e-05 3.5374458339806535e-05 -0.0001512721387012927 -2.0372549182771532e-05 -2.430872123159831e-06 -1.7420714981053454e-05 2.0964560822171866e-05 4
5721 8.734123417816646e-05 -2.9421225443316125e-08 2.86232672209669e-06 -5.005046165016048e-05 8.805070938702891e-05 -4.1794699429483033e-05 -2.0240699179512155e-05 2.8432664501381053e-05 4
5722 0.00016965869686758278 -9.260290087912661e-06 1.5280116616678538e-06 8.126335095862669e-05 0.000136314143086892 8.436936551285738e-06 -6.972107154482042e-06 2.2941497972971492e-05 4
5723 0.0001575774386845184 -2.2983608707248367e-05 -2.2526440183112336e-05 0.00019506027430840346 0.000198641256558362 4.1733349598713065e-05 2.2309196399073107e-05 1.1485692626303836e-05 4
5724 0.00010134931910786419 -3.0529082374959784e-05 1.625807169719668e-05 0.00013479355138446914 0.00010472175983685414 2.2758639134475645e-05 3.3910234517209134e-06 9.969444142064607e-06 4
5725 0.00012030252753083006 3.717444199389567e-05 -1.4078744878062737e-06 -2.1338110793659198e-05 0.00018018550475854255 5.669727983460977e-06 1.4150421917252594e-05 -2.6350314950303295e-06 4
5726 3.979734833208558e-05 -2.7985353054649816e-05 -8.892207151484848e-07 -0.00012649885691319023 6.125741382815938e-05 1.5076690292488724e-06 1.8630761361781193e-05 -2.9407405426353342e-05 4
5727 -4.740911667195307e-05 1.4242507777178046e-05 -5.514640465744939e-07 -0.0001320074809129713 1.1003694599841934e-05 -6.501713597287362e-05 -2.3053164170807714e-05 5.356887663443666e-05 4
5728 -3.701941582925617e-05 -1.5040132393607628e-05 9.165690487242757e-06 -0.00012017670362860567 -4.8407923791262215e-05 -9.733009083194891e-06 -1.4900516771163555e-05 -1.2443780208966878e-05 4
5729 -3.151287658762673e-05 -1.5125207775886238e-05 4.684738630389726e-06 -6.244093710211726e-05 -0.00012848465171726417 4.680897176458983e-05 -2.394732419439456e-05 8.42080591918924e-06 4
5730 -8.574573845740732e-05 2.3175311767032154e-05 2.7974593838539276e-05 3.465969018580707e-05 -0.00026043096003817984 1.666787271293302e-05 -6.862171516565305e-06 3.54289005096088e-05 4
5731 -0.00015723529223472484 2.692622346913118e-05 5.5938142901090794e-05 0.00021229936102047363 -0.00017631868224376077 -1.9427559740346933e-05 -4.050555509301999e-06 1.6901555296771154e-05 4
5732 -0.00014599917540426735 -7.744551911863317e-06 3.2903690961378466e-06 0.00026167077094878835 -2.38347545470689e-06 -3.2900834619799583e-06 -2.7709106659545588e-05 3.5036001984467467e-06 4
